candidate_record_id,display_name,source_label,mapped_canonical_sphere_id,qa2_prior_classification,cat1_classification,confirmed_selectable_talent,owner_selectable_output,reason,packet_type,catalog_role,source_refs,source_context,owner_ruling_id,source_provenance,record_commitment_sha256
FIRE_BASE_CONFLAGRATION,Conflagration,Fire,tianxia.sphere.fire,sphere_base_ability,BASE_SPHERE_ABILITY,false,false,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:29544: sphere_base_ability.,aoe_field_initial_damage_burn,null,"[""fire_section.md Conflagration: 4d6 at CL11; failed save Burning; success Kindled.""]","{""declared_source_refs"":[""fire_section.md Conflagration: 4d6 at CL11; failed save Burning; success Kindled.""]}",null,"{""source_anchor"":""record:FIRE_BASE_CONFLAGRATION"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",6a946d55ea98ec0cb463a98c3534b1e2c8c295b636837e1915660a9dbc253538
FIRE_BASE_IGNITE,Ignite,Fire,tianxia.sphere.fire,sphere_base_ability,BASE_SPHERE_ABILITY,false,false,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:29505: sphere_base_ability.,direct_damage_burn_menu,null,"[""fire_section.md Ignite: CL11-16 = 3d10; applies Burn; menu riders.""]","{""declared_source_refs"":[""fire_section.md Ignite: CL11-16 = 3d10; applies Burn; menu riders.""]}",null,"{""source_anchor"":""record:FIRE_BASE_IGNITE"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",66c6e31c65bab4c5d8b95dc852a88aa9f581340cbad4b58b40ab90c0e0d38cd0
FIRE_TAL_BURNING_WEAPON,Burning Weapon,Fire,tianxia.sphere.fire,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:29629: actual_talent.,weapon_extra_damage_burn,null,"[""fire_section.md Burning Weapon: CL11-16 = 2d6 extra; once per turn; applies Burn.""]","{""declared_source_refs"":[""fire_section.md Burning Weapon: CL11-16 = 2d6 extra; once per turn; applies Burn.""]}",null,"{""source_anchor"":""record:FIRE_TAL_BURNING_WEAPON"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",651975b06a34a2b2cffc8cdfa965b1b782bef6982046842695c38589d4cc7ef3
FIRE_TAL_BURN_THROUGH,Burn Through,Fire,tianxia.sphere.fire,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:29917: actual_talent.,object_damage_breach_splash,null,"[""fire_section.md Burn Through: CL11-16 7d10; ignores ordinary damage threshold; breach splash PB damage/Burning.""]","{""declared_source_refs"":[""fire_section.md Burn Through: CL11-16 7d10; ignores ordinary damage threshold; breach splash PB damage/Burning.""]}",null,"{""source_anchor"":""record:FIRE_TAL_BURN_THROUGH"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",ec0b01905b3401e2e24b411ccfa04ca10bf038b1968a9996887d1ac64e16fd01
FIRE_TAL_CROWN_OF_INFERNO,Crown of the Inferno,Fire,tianxia.sphere.fire,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30137: actual_talent.,field_damage_heal_lock,null,"[""fire_section.md Crown of the Inferno: 5d8 field; Burning creature CON heal-lock rider.""]","{""declared_source_refs"":[""fire_section.md Crown of the Inferno: 5d8 field; Burning creature CON heal-lock rider.""]}",null,"{""source_anchor"":""record:FIRE_TAL_CROWN_OF_INFERNO"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",d63cc1d1f591f29cae65547f2f681570c7553a6f9c2c245ed2f5dc2688bf06e9
FIRE_TAL_FIREBALL_ART,Fireball Art,Fire,tianxia.sphere.fire,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:29763: actual_talent.,aoe_damage_burn_object_ignite,null,"[""fire_section.md Fireball Art: CL11-16 = 8d6; failed save Burning; flammable objects ignite.""]","{""declared_source_refs"":[""fire_section.md Fireball Art: CL11-16 = 8d6; failed save Burning; flammable objects ignite.""]}",null,"{""source_anchor"":""record:FIRE_TAL_FIREBALL_ART"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0a05512936e65984f82c41a9301105c5a0920378a10dbdcb6cea1fa46af7cc02
FIRE_TAL_FLAME_LASH,Flame Lash,Fire,tianxia.sphere.fire,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:29606: actual_talent.,single_target_damage_forced_move,null,"[""fire_section.md Flame Lash: CL11-16 = 3d8; push/pull 10; advantage if Burning.""]","{""declared_source_refs"":[""fire_section.md Flame Lash: CL11-16 = 3d8; push/pull 10; advantage if Burning.""]}",null,"{""source_anchor"":""record:FIRE_TAL_FLAME_LASH"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a28b6f8b950730f7c599006cdb837d9ef8b0da04409d56231a4469807d2e7d46
FIRE_TAL_INCINERATING_LANCE,Incinerating Lance,Fire,tianxia.sphere.fire,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:30003: actual_talent.,line_damage_fire_resistance_bypass,null,"[""fire_section.md Incinerating Lance: 8d8 at CL10-16; failed save Burning; ignores Fire resistance for one creature.""]","{""declared_source_refs"":[""fire_section.md Incinerating Lance: 8d8 at CL10-16; failed save Burning; ignores Fire resistance for one creature.""]}",null,"{""source_anchor"":""record:FIRE_TAL_INCINERATING_LANCE"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",288ef379e0dd605ca102954ef51fa3cf763fd1402cd3c13a09496199fce38c01
FIRE_TAL_OVERHEAT_FIREBALL_ART,Overheat — Fireball Art,Fire,tianxia.sphere.fire,unresolved_candidate,GENERATED_OR_PROJECTION_ROW,false,false,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,overheat_damage_escalation,null,"[""fire_section.md Fireball Art Overheat subheading; exact full Overheat risk text retained for C03 cleanup backlog where not fully transcribed.""]","{""declared_source_refs"":[""fire_section.md Fireball Art Overheat subheading; exact full Overheat risk text retained for C03 cleanup backlog where not fully transcribed.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",null,"{""source_anchor"":""record:FIRE_TAL_OVERHEAT_FIREBALL_ART"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",d8954219634a00e482ea65f401372dc5dc612dbbff06014b7f04ba0563eca2e6
FIRE_TAL_SCORCHING_RAY_ART,Scorching Ray Art,Fire,tianxia.sphere.fire,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:29799: actual_talent.,multiattack_direct_damage_threshold_burn,null,"[""fire_section.md Scorching Ray Art: each ray 2d6; CL11 four rays; two hits causes Burning.""]","{""declared_source_refs"":[""fire_section.md Scorching Ray Art: each ray 2d6; CL11 four rays; two hits causes Burning.""]}",null,"{""source_anchor"":""record:FIRE_TAL_SCORCHING_RAY_ART"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",66a899e8b9ffdc47f3ca37aab4ad290d6b288e632482ef0ae2a1382bdeb335f1
RADIANCE_BASE_STRIKE,Radiance Strike,Radiance,tianxia.sphere.radiance,sphere_base_ability,BASE_SPHERE_ABILITY,false,false,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:66936: sphere_base_ability.,direct_damage_mark,null,"[""radiance_section.md Radiance Strike: CL11-16 = 3d8; applies Dawnmark; Unclean PB rider.""]","{""declared_source_refs"":[""radiance_section.md Radiance Strike: CL11-16 = 3d8; applies Dawnmark; Unclean PB rider.""]}",null,"{""source_anchor"":""record:RADIANCE_BASE_STRIKE"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",4f668d9cc8e126e8636d704de8bae216fb0dee4a6638f821628fe71ab4f0146b
RADIANCE_TAL_BLINDING_FLASH,Blinding Flash,Radiance,tianxia.sphere.radiance,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:66992: actual_talent.,aura_blind_reaction_lock,null,"[""radiance_section.md Blinding Flash: failed CON save Blinded; successful save no reactions.""]","{""declared_source_refs"":[""radiance_section.md Blinding Flash: failed CON save Blinded; successful save no reactions.""]}",null,"{""source_anchor"":""record:RADIANCE_TAL_BLINDING_FLASH"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",63bba60f69abdb468baa69453bcbec2352371bef215e582c2fe18a420c3e7b94
RADIANCE_TAL_DAWNLIT_REBUKE,Dawnlit Rebuke,Radiance,tianxia.sphere.radiance,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:67152: actual_talent.,reaction_damage_heal_lock,null,"[""radiance_section.md Dawnlit Rebuke: reaction 1 CP; 2d8+mod at CL11; Unclean healing lock.""]","{""declared_source_refs"":[""radiance_section.md Dawnlit Rebuke: reaction 1 CP; 2d8+mod at CL11; Unclean healing lock.""]}",null,"{""source_anchor"":""record:RADIANCE_TAL_DAWNLIT_REBUKE"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",fddaabb10e4a10e3928e1c7f8f859af39a7a2df86299a5546fc1ea8631d14a3d
RADIANCE_TAL_DAWN_CLEANSING_WAVE,Dawn-Cleansing Wave,Radiance,tianxia.sphere.radiance,actual_talent,CONFIRMED_SELECTABLE_TALENT,true,true,Exact source-heading classification at Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md:67570: actual_talent.,cone_damage_purification,null,"[""radiance_section.md Dawn-Cleansing Wave: 6d8 Radiant; ally save repeat; Dawnmark; healing/suppression riders.""]","{""declared_source_refs"":[""radiance_section.md Dawn-Cleansing Wave: 6d8 Radiant; ally save repeat; Dawnmark; healing/suppression riders.""]}",null,"{""source_anchor"":""record:RADIANCE_TAL_DAWN_CLEANSING_WAVE"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""59fb3a6b378f6bc9753e4ec630e4535576ecace024a20ba9ae001264df2540e4"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Indexes/Canonical_Talent_Catalog.json"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",74e61b177826a48f856269721d5f669822046bffcb2ee304a287f2af8c24a460
